ranking,isIp,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
10000000,0,36,0,0,0,12,1,1
10000000,0,40,0,0,0,9,1,1
10000000,0,236,0,0,0,15,1,1
6655,0,24,0,0,0,18,3,0
10000000,0,146,0,0,1,139,9,1
10000000,0,31,0,0,0,15,2,0
3309,0,38,0,0,1,22,2,0
10000000,0,57,0,0,0,20,1,1
10000000,0,33,0,0,0,23,2,1
10000000,0,126,0,0,1,44,4,1
786879,0,29,0,0,0,21,3,0
10000000,0,24,0,0,0,16,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,46,0,0,0,16,2,0
118565,0,23,0,0,0,10,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,74,0,0,1,17,1,1
44061,0,33,0,0,0,13,1,1
10000000,0,13,0,0,0,6,1,1
14969,0,27,0,0,0,14,2,0
3976,0,58,0,0,0,21,3,0
10000000,0,33,0,0,0,32,1,1
10000000,0,57,0,0,1,14,2,1
10000000,0,186,0,0,0,29,1,1
10000000,0,193,0,0,0,19,1,1
245,0,26,0,0,0,20,2,1
1471,0,38,0,0,1,22,2,0
10000000,0,51,0,0,0,23,3,1
10000000,0,234,0,0,1,190,8,1
10000000,0,39,0,0,0,11,1,0
646,0,22,0,0,0,21,3,1
10000000,0,283,0,0,1,239,14,1
10000000,0,31,0,0,0,12,2,1
10000000,0,67,0,0,0,9,1,1
10000000,0,26,0,0,0,17,3,0
5001,0,33,0,0,0,16,2,0
10000000,0,33,0,0,1,22,2,0
1303,0,34,0,0,1,16,2,0
10000000,0,32,0,0,0,15,3,0
14969,0,27,0,0,0,14,2,0
10000000,0,27,0,0,0,22,2,0
183,0,55,0,0,1,34,4,1
10000000,0,37,0,0,0,18,2,0
10000000,0,89,0,0,0,16,2,1
105,0,35,0,0,0,13,2,0
10000000,0,24,0,0,0,23,2,1
10000000,0,19,0,0,0,14,2,0
10000000,0,33,0,0,0,17,2,1
140077,0,30,0,0,0,15,2,0
10000000,0,33,0,0,0,15,2,0
646,0,26,0,0,0,25,4,1
10000000,0,27,0,0,0,23,2,1
10000000,0,24,0,0,0,10,1,1
10000000,0,106,0,0,0,13,2,1
10000000,0,37,0,0,0,11,2,0
942491,0,32,0,0,0,22,2,0
10000000,0,61,0,0,0,12,2,1
562547,0,64,0,0,0,15,1,1
10000000,0,36,0,0,0,11,2,1
10000000,0,74,0,0,0,21,3,0
10000000,0,21,0,0,0,14,1,0
10000000,0,25,0,0,0,13,2,0
10000000,0,192,0,0,0,12,1,1
10000000,0,45,0,0,0,22,3,1
38749,0,28,0,0,0,14,2,0
10000000,0,24,0,0,1,23,3,1
10000000,0,110,0,0,1,17,2,1
10000000,0,50,0,0,1,49,4,1
10000000,0,202,0,0,0,15,1,1
801,0,27,0,0,0,15,2,0
10000000,0,20,0,0,0,15,2,0
654851,0,45,0,0,0,21,2,1
1267,0,40,0,0,0,18,2,0
10000000,0,43,0,0,0,18,3,1
928179,0,33,0,0,0,13,2,0
10000000,0,53,0,0,0,17,2,1
10000000,0,80,0,0,1,25,2,1
4570,0,345,0,0,1,45,2,1
41386,0,26,0,0,0,16,2,0
10000000,0,103,0,0,0,14,2,1
4,0,51,0,0,0,22,3,0
10000000,0,53,0,0,1,38,1,1
10000000,0,136,0,0,0,102,11,1
6278,0,55,0,0,0,17,3,0
10000000,0,46,0,0,0,30,3,1
431329,0,33,0,0,0,13,2,0
183,0,58,0,0,0,16,2,0
6394,0,24,0,0,0,13,2,1
684390,0,40,0,0,0,16,2,0
10000000,0,44,0,0,0,10,1,1
1267,0,43,0,0,0,18,2,0
10000000,0,60,0,0,0,15,1,1
1267,0,33,0,0,0,18,2,0
4570,0,345,0,0,1,45,2,1
10000000,0,46,0,0,0,24,2,1
29,0,46,0,0,0,18,2,0
10000000,0,173,0,0,1,25,1,1
10000000,0,34,0,0,0,12,1,1
10000000,0,36,0,0,0,14,1,1
10000000,0,134,0,0,0,9,1,1
7266,0,69,0,0,0,15,3,0
158139,0,37,0,0,0,14,2,0
49509,0,58,0,0,0,23,2,0
10000000,0,53,0,0,0,14,2,0
4,0,175,1,0,0,18,2,1
10000000,0,188,0,0,1,17,2,1
10000000,0,74,0,0,0,15,1,1
9206,0,21,0,0,0,15,4,0
10000000,0,27,0,0,0,14,2,0
10000000,0,76,0,0,0,19,2,1
10000000,0,33,0,0,0,11,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,109,0,0,0,22,1,1
10000000,0,20,0,0,0,12,2,0
105,0,35,0,0,0,13,2,0
10000000,0,32,0,0,0,18,2,0
10000000,0,236,0,0,1,202,12,1
6,0,44,0,0,0,16,2,0
10000000,0,44,0,0,0,25,1,1
10000000,0,24,0,0,0,16,2,0
16158,0,39,0,0,0,17,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,42,0,0,0,19,2,0
10000000,0,193,0,0,0,143,16,1
10000000,0,34,0,0,0,19,3,0
10000000,0,81,0,0,0,8,1,1
10000000,0,35,0,0,0,10,2,0
10000000,0,165,0,0,1,83,8,1
1303,0,29,0,0,0,11,2,0
10000000,0,89,0,0,0,17,2,1
10000000,0,44,0,0,0,27,2,1
10000000,0,46,0,0,0,22,2,1
10000000,0,25,0,0,0,13,2,0
6,0,27,0,0,0,16,2,0
2547,0,35,0,0,0,17,2,0
10000000,0,283,0,0,0,130,7,1
10000000,0,144,0,0,0,9,1,1
10000000,0,36,0,0,0,18,1,1
662627,0,26,0,0,1,17,1,0
10000000,0,38,0,0,0,16,2,0
10000000,0,354,0,0,0,9,2,1
53,0,38,0,0,0,13,2,0
583155,0,68,0,0,1,32,3,1
10000000,0,56,0,0,0,20,1,1
10000000,0,71,0,0,0,20,1,1
204331,0,53,0,0,0,18,2,0
25265,0,46,0,0,0,15,3,0
178033,0,27,0,0,0,18,2,0
10000000,0,36,0,0,1,35,6,1
4570,0,345,0,0,1,45,2,1
10000000,0,24,0,0,0,17,2,0
1104,0,31,0,0,0,18,2,0
40350,0,34,0,0,0,17,3,0
10000000,0,39,0,0,0,17,1,1
92901,0,47,0,0,0,18,2,0
10000000,0,125,0,0,0,19,2,1
10000000,0,22,0,0,0,14,2,0
105,0,35,0,0,0,13,2,0
32673,0,14,0,0,0,10,1,0
14969,0,27,0,0,0,14,2,0
2449,0,45,0,0,0,17,4,0
11,0,34,0,0,0,33,2,1
10000000,0,26,0,0,0,15,2,0
39564,0,36,0,0,0,17,3,0
10000000,0,27,0,0,0,9,1,0
10000000,0,17,0,0,0,12,2,0
10000000,0,26,0,0,0,10,1,1
10000000,0,84,0,0,0,21,1,1
10000000,0,35,0,0,1,34,3,1
10000000,0,71,0,0,1,18,1,1
10000000,0,27,0,0,0,27,2,1
10000000,0,33,0,0,0,12,2,1
14969,0,27,0,0,0,14,2,0
74715,0,70,0,0,1,23,2,1
10000000,0,76,0,0,0,27,1,1
404885,0,51,0,0,0,14,2,0
10000000,0,317,0,0,0,113,12,1
98662,0,46,0,0,0,14,2,0
10000000,0,96,0,0,1,17,2,1
10000000,0,98,0,0,0,11,1,1
10000000,0,74,0,0,0,23,4,1
10000000,0,67,0,0,1,17,1,1
451501,0,60,0,0,0,22,2,0
121137,0,77,0,0,0,15,2,0
33015,0,54,0,0,0,13,1,0
10000000,0,84,0,0,1,39,5,1
10000000,0,171,0,0,0,137,10,1
51398,0,29,0,0,0,25,3,1
10000000,0,259,0,0,1,43,4,1
10000000,0,67,0,0,0,16,1,1
10000000,0,61,0,0,0,17,2,0
10000000,0,64,0,0,0,14,2,1
602,0,135,0,0,0,29,2,1
3817,0,51,0,0,0,18,3,0
68063,0,49,0,0,0,17,2,0
10000000,0,78,1,0,0,28,3,1
10000000,0,118,0,0,0,15,2,1
68330,0,26,0,0,0,15,3,0
10000000,0,25,0,0,0,18,2,0
10000000,0,65,0,0,0,15,2,1
10000000,0,33,0,0,0,12,2,1
14969,0,27,0,0,0,14,2,0
10000000,0,29,0,0,1,20,2,0
10000000,0,136,0,0,0,7,1,1
56482,0,31,0,0,0,21,2,0
1267,0,32,0,0,0,21,2,0
10000000,0,78,0,0,0,23,4,1
10000000,0,66,0,0,0,22,2,1
160,0,38,0,0,0,21,2,0
14969,0,26,0,0,0,14,2,0
10000000,0,14,0,0,0,10,1,1
10000000,0,49,0,0,0,11,1,1
10000000,0,86,0,0,0,13,2,1
10000000,0,56,0,0,0,13,2,1
14969,0,27,0,0,0,14,2,0
5001,0,33,0,0,0,16,2,0
10000000,0,50,0,0,0,32,3,1
10000000,0,30,0,0,0,21,2,0
44061,0,33,0,0,0,13,1,1
8426,0,20,0,0,0,11,2,0
264190,0,56,0,0,0,14,2,0
10000000,0,22,0,0,0,21,2,1
1303,0,53,0,0,0,17,3,0
3304,0,52,0,0,0,22,2,0
10000000,0,35,0,0,0,14,2,1
133900,0,49,0,0,0,24,3,0
10000000,0,43,0,0,0,19,2,0
10000000,0,68,0,0,0,18,2,1
10000000,0,113,0,0,1,26,5,1
3275,0,59,0,0,0,19,3,0
4,0,51,0,0,0,22,3,0
167012,0,41,0,0,0,22,2,0
168,0,35,0,0,0,15,1,0
90200,0,43,0,0,0,13,2,0
10000000,0,75,0,0,0,17,1,1
10000000,0,25,0,0,0,24,2,1
10000000,0,263,0,0,0,25,2,1
10000000,0,55,0,0,0,15,1,1
10000000,0,113,0,0,0,11,1,1
10000000,0,127,0,0,1,44,4,1
44061,0,32,0,0,0,13,1,1
755991,0,33,0,0,0,13,2,0
14969,0,27,0,0,0,14,2,0
11812,0,45,0,0,0,15,2,0
10000000,0,89,0,0,1,55,2,1
10000000,0,27,0,0,0,9,1,1
10000000,0,56,0,0,0,21,3,1
8419,0,33,0,0,0,15,2,0
5060,0,31,0,0,0,21,2,0
10000000,0,55,0,0,0,14,2,1
10000000,0,77,0,0,0,15,2,1
168,0,36,0,0,0,15,1,0
14969,0,27,0,0,0,14,2,0
4,0,45,0,0,0,22,3,0
137520,0,46,0,0,1,22,4,0
19264,0,45,0,0,0,16,2,0
10000000,0,50,0,0,0,14,2,1
10000000,0,19,0,0,0,18,2,1
5956,0,44,0,0,0,14,3,0
10000000,0,79,0,0,1,36,6,1
10000000,0,68,0,0,0,10,1,1
10000000,0,21,0,0,0,20,2,1
10000000,0,68,0,0,0,11,1,1
4,0,33,0,0,0,16,2,0
12882,0,33,0,0,0,23,2,0
10000000,0,59,0,0,1,36,1,1
10000000,0,26,0,0,0,12,2,0
10000000,0,25,0,0,0,16,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,78,0,0,0,18,1,1
10000000,0,31,0,0,0,18,3,0
10000000,0,40,0,0,0,24,1,1
10000000,0,140,0,0,1,32,6,1
1471,0,42,0,0,0,21,2,0
10000000,0,46,0,0,0,18,2,0
10000000,0,67,0,0,0,17,3,1
22683,0,33,0,0,0,22,3,0
107510,0,16,0,0,0,15,2,1
10000000,0,65,1,0,0,21,3,1
10000000,0,36,0,0,1,35,1,1
86315,0,19,0,0,0,15,2,0
10000000,0,33,0,0,0,10,1,0
4570,0,378,0,0,1,45,2,1
1491,0,47,0,0,0,16,2,0
10000000,0,23,0,0,0,17,2,0
10000000,0,37,0,0,0,26,1,1
168,0,34,0,0,0,15,1,0
10000000,0,39,0,0,0,15,2,1
722958,0,37,0,0,0,18,2,0
10000000,0,147,0,0,1,113,10,1
10000000,0,143,0,0,0,12,1,1
10000000,0,48,0,0,0,24,2,1
14969,0,27,0,0,0,14,2,0
10000000,0,27,0,0,0,14,1,1
10000000,0,248,0,0,1,108,9,1
47798,0,24,0,0,0,16,2,1
236744,0,18,0,0,0,17,2,1
10000000,0,53,0,0,0,20,1,1
164128,0,39,0,0,0,15,2,0
183,0,32,0,0,0,23,3,1
10000000,0,35,0,0,0,24,2,0
10000000,0,90,0,0,0,16,2,1
538203,0,23,0,0,0,15,2,0
10000000,0,32,0,0,0,12,2,1
508582,0,35,0,0,1,26,2,0
10000000,0,28,0,0,0,13,2,1
180930,0,46,0,0,0,14,2,0
10000000,0,36,0,0,0,20,2,0
1267,0,30,0,0,0,18,2,0
10000000,0,95,0,0,0,28,5,1
10000000,0,32,0,0,0,21,3,0
10000000,0,94,0,0,0,10,1,1
642364,0,28,0,0,0,14,2,0
10000000,0,46,0,0,0,19,1,1
14969,0,26,0,0,0,14,2,0
2547,0,32,0,0,0,17,2,0
10000000,0,18,0,0,0,7,1,0
10000000,0,38,0,0,0,11,1,1
10000000,0,70,0,0,0,20,2,1
10000000,0,53,0,0,0,16,2,1
10000000,0,21,0,0,0,12,1,1
4512,0,32,0,0,1,20,1,0
13847,0,37,0,0,0,16,3,0
10000000,0,119,0,0,1,35,6,1
10000000,0,57,0,0,0,20,2,1
98662,0,21,0,0,0,14,2,0
10000000,0,106,0,0,0,13,2,1
10000000,0,23,0,0,0,13,2,0
10000000,0,20,0,0,0,15,2,0
10000000,0,120,0,0,0,15,1,1
494368,0,21,0,0,0,17,2,1
103294,0,9,0,0,0,4,1,1
5590,0,34,0,0,0,16,3,0
10000000,0,31,0,0,0,25,2,0
6,0,47,0,0,0,16,2,0
10000000,0,72,0,0,0,15,2,1
25233,0,36,0,0,0,23,2,0
8419,0,31,0,0,0,15,2,0
10000000,0,96,0,0,0,11,1,1
10000000,0,134,0,0,0,125,10,1
14969,0,27,0,0,0,14,2,0
25309,0,38,0,0,0,18,2,0
10000000,0,248,0,0,1,137,6,1
10000000,0,91,0,0,0,11,1,1
217626,0,63,0,0,0,31,2,1
14969,0,26,0,0,0,14,2,0
10000000,0,75,0,0,0,45,6,1
10000000,0,83,0,0,0,12,1,1
4570,0,371,0,0,1,45,2,1
2514,0,42,0,0,0,15,3,0
105649,0,43,0,0,0,15,2,0
29330,0,62,0,0,0,12,2,0
896347,0,36,0,0,0,14,2,0
10000000,0,182,0,0,0,14,1,1
168,0,33,0,0,0,15,1,0
143568,0,75,0,0,0,15,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,37,0,0,0,15,1,1
9331,0,118,0,0,0,17,3,1
3976,0,54,0,0,0,21,3,0
10000000,0,34,0,0,0,21,1,1
79,0,39,0,0,0,11,2,0
10000000,0,28,0,0,0,9,1,1
41500,0,29,0,0,0,15,2,0
10000000,0,22,0,0,0,13,2,0
10000000,0,32,0,0,0,17,2,0
147339,0,20,0,0,0,15,2,0
103464,0,23,0,0,0,12,1,0
10000000,0,69,0,0,0,22,2,1
10000000,0,43,0,0,0,20,2,0
1267,0,39,0,0,0,18,2,0
17156,0,33,0,0,0,12,2,0
10000000,0,115,0,0,1,70,5,1
68742,0,35,0,0,0,27,3,0
10000000,0,33,0,0,0,19,3,0
10000000,0,26,0,0,0,13,1,0
256143,0,30,0,0,0,22,2,0
168,0,31,0,0,0,26,2,0
10000000,0,68,0,0,0,27,2,0
10000000,0,41,0,0,0,13,2,1
3835,0,66,0,0,0,22,2,0
4570,0,371,0,0,1,45,2,1
71988,0,45,0,0,0,13,2,1
10000000,0,166,0,0,0,22,1,1
10000000,0,86,0,0,0,29,3,1
10000000,0,71,0,0,0,14,2,1
12535,0,32,0,0,0,15,2,0
7422,0,26,0,0,0,25,2,1
10000000,0,88,0,0,0,25,2,1
185003,0,21,0,0,0,14,2,0
10000000,0,45,0,0,0,39,2,1
8419,0,33,0,0,0,15,2,0
8034,0,41,0,0,0,28,2,0
10000000,0,22,0,0,0,16,2,1
19627,0,40,0,0,0,17,2,0
10000000,0,30,0,0,1,22,3,0
10000000,0,35,0,0,0,15,2,0
10000000,0,122,0,0,1,26,2,1
10000000,0,134,0,0,1,21,2,1
10000000,0,107,0,0,1,28,5,1
10000000,0,88,0,0,0,11,2,1
553,0,50,0,0,0,14,2,0
10000000,0,20,0,0,0,19,2,1
10000000,0,149,0,0,0,19,2,1
10000000,0,86,0,0,1,22,2,1
52761,0,35,0,0,0,13,2,0
10000000,0,48,0,0,0,19,3,1
10000000,0,223,0,0,0,9,1,1
10000000,0,106,0,0,0,22,3,1
10000000,0,26,0,0,0,14,2,0
2547,0,50,0,0,0,17,2,0
10000000,0,84,0,0,1,19,1,1
44061,0,33,0,0,0,13,1,1
10000000,0,123,0,0,0,10,1,1
10000000,0,98,0,0,0,7,1,1
10000000,0,37,0,0,0,20,3,0
1303,0,30,0,0,0,14,3,0
10000000,0,29,0,0,0,11,2,0
10087,0,41,0,0,0,14,2,0
234490,0,50,0,0,0,20,2,0
11903,0,46,0,0,0,20,2,1
251,0,25,0,0,0,15,2,0
32914,0,106,0,0,0,22,2,0
10000000,0,31,0,0,0,30,2,1
10000000,0,87,0,1,0,24,2,1
10000000,0,197,0,0,0,16,2,1
10000000,0,33,0,0,0,18,2,0
6076,0,26,0,0,0,17,2,0
168,0,30,0,0,0,15,1,0
10000000,0,36,0,0,0,17,2,1
6,0,38,0,0,0,16,2,0
10000000,0,143,0,0,0,28,3,1
10000000,0,241,0,0,0,21,2,1
10000000,0,35,0,0,0,15,2,0
20471,0,24,0,0,0,13,3,0
10000000,0,31,0,0,0,17,2,0
10000000,0,23,0,0,0,16,2,0
14969,0,27,0,0,0,14,2,0
10000000,0,39,0,0,1,24,2,0
10000000,0,55,0,0,0,22,2,1
10000000,0,49,0,0,0,20,3,0
11214,0,32,0,0,0,17,3,0
19867,0,42,0,0,0,25,4,0
236871,0,72,0,0,0,14,2,1
10000000,0,76,0,0,0,19,1,1
10000000,0,71,0,0,1,19,1,1
10000000,0,67,0,0,0,13,1,1
9206,0,30,0,0,0,19,4,0
10000000,0,273,0,0,0,11,1,1
10000000,0,101,0,0,0,10,1,1
5551,0,27,0,0,0,14,2,0
10000000,0,97,0,0,1,39,5,1
10000000,0,93,0,0,0,29,2,1
10000000,0,31,0,0,0,15,2,1
516544,0,31,0,0,0,14,2,0
2547,0,41,0,0,0,17,2,0
10000000,0,35,0,0,0,18,2,0
10000000,0,27,0,0,0,26,2,1
801249,0,90,0,0,0,27,3,1
348635,0,25,0,0,0,15,2,0
10000000,0,21,0,0,0,16,1,0
301614,0,43,0,0,0,21,2,1
340082,0,22,0,0,0,14,2,0
152206,0,20,0,0,0,10,2,0
10000000,0,30,0,0,0,19,3,0
10000000,0,54,0,0,0,27,2,1
10000000,0,35,0,0,0,22,2,0
2547,0,31,0,0,0,17,2,0
22167,0,28,0,0,0,16,3,0
10000000,0,37,0,0,0,21,2,0
4,0,43,0,0,0,22,3,0
10000000,0,26,0,0,0,21,1,1
10000000,0,93,0,0,1,16,2,1
79,0,50,0,0,0,19,2,0
513,0,26,0,0,0,18,2,0
10000000,0,31,0,0,0,18,3,0
400327,0,25,0,0,0,19,2,0
10000000,0,37,0,0,0,25,2,0
10000000,0,258,0,0,0,28,5,1
10000000,0,95,0,1,0,15,2,1
591402,0,18,0,0,0,17,2,1
10000000,0,34,0,0,0,18,1,1
4570,0,345,0,0,1,45,2,1
10000000,0,45,0,0,0,18,3,0
10000000,0,29,0,0,0,19,1,0
140497,0,25,0,0,0,13,2,0
1,0,100,0,0,0,15,2,1
44061,0,33,0,0,0,13,1,1
10000000,0,91,0,0,0,12,1,1
10000000,0,55,0,0,0,18,2,1
10000000,0,28,0,0,0,11,2,0
1373,0,42,0,0,0,16,2,0
10000000,0,64,0,0,0,30,4,1
14969,0,38,0,0,0,12,2,0
10000000,0,112,0,0,0,12,1,1
10000000,0,186,0,0,0,15,2,1
771840,0,248,0,0,0,16,2,1
10000000,0,74,0,0,1,22,1,1
10000000,0,173,0,0,1,17,1,1
10000000,0,17,0,0,0,7,1,0
10000000,0,28,0,0,0,22,2,1
6,0,29,0,0,0,16,2,0
10000000,0,107,0,0,0,18,1,1
10000000,0,65,0,0,0,16,2,1
10000000,0,65,0,0,0,18,2,1
14969,0,26,0,0,0,14,2,0
10000000,0,35,0,0,0,21,2,0
10000000,0,80,0,0,0,22,2,1
10000000,0,30,0,0,0,22,2,0
6055,0,38,0,0,0,14,2,0
10000000,0,27,0,0,1,26,5,1
73956,0,28,0,0,0,19,3,0
3309,0,22,0,0,0,18,3,0
242871,0,73,0,0,1,33,2,1
10000000,0,38,0,0,0,19,1,1
10000000,0,37,0,0,0,14,1,1
10000000,0,30,0,0,0,16,2,0
10000000,0,27,0,0,0,17,2,0
899088,0,27,0,0,0,15,2,0
5001,0,24,0,0,0,16,2,0
10000000,0,34,0,0,0,29,2,1
10000000,0,26,0,0,0,16,2,0
10000000,0,28,0,0,0,15,2,0
3702,0,38,0,0,0,17,3,0
224442,0,48,0,0,0,21,3,0
10000000,0,79,0,0,0,21,2,1
186750,0,33,0,0,0,14,2,0
10000000,0,30,0,0,0,19,2,0
10000000,0,94,0,0,0,40,5,1
10000000,0,32,0,0,0,15,2,0
2514,0,56,0,0,0,21,3,0
10000000,0,35,0,0,0,14,2,1
8742,0,62,0,0,0,21,2,1
10000000,0,268,0,0,1,226,19,1
2547,0,39,0,0,0,17,2,0
10000000,0,24,0,0,0,15,2,0
2547,0,47,0,0,0,17,2,0
2547,0,35,0,0,0,17,2,0
10000000,0,60,0,0,0,33,2,1
10000000,0,42,0,0,0,19,2,1
10000000,0,42,0,0,0,13,1,1
10000000,0,28,0,0,0,16,2,0
10000000,0,75,0,0,1,74,4,1
10000000,0,104,0,0,0,15,2,1
10000000,0,40,0,0,0,15,1,1
10000000,0,104,0,0,0,16,3,1
10000000,0,183,0,0,1,39,2,1
30771,0,26,0,0,0,14,3,0
10000000,0,49,0,0,0,16,2,0
483,0,26,0,0,0,10,2,0
690117,0,42,0,0,0,18,2,0
2547,0,31,0,0,0,17,2,0
14969,0,26,0,0,0,14,2,0
84304,0,42,0,0,0,28,2,0
24497,0,65,0,0,0,16,3,0
6618,0,51,0,0,0,22,3,0
390,0,61,0,0,0,22,2,0
10000000,0,166,0,0,0,10,1,1
576,0,55,0,0,1,14,2,0
228998,0,37,0,0,0,16,2,0
10000000,0,18,0,0,0,11,1,0
4,0,38,0,0,0,21,3,0
10000000,0,15,0,0,0,14,1,1
44061,0,33,0,0,0,13,1,1
101067,0,126,0,0,0,16,2,1
1267,0,32,0,0,0,18,2,0
10000000,0,100,0,0,1,99,6,1
10000000,0,42,0,0,1,22,2,1
110934,0,49,0,0,0,22,2,0
10000000,0,40,0,0,0,20,2,1
15114,0,176,0,0,0,12,2,1
10000000,0,57,0,0,0,16,3,0
10000000,0,86,0,0,0,22,2,1
55441,0,12,0,0,0,6,1,1
10000000,0,106,0,0,0,32,2,1
10000000,0,51,0,0,0,19,2,0
4570,0,345,0,0,1,45,2,1
698458,0,43,0,0,0,15,2,0
10000000,0,54,0,0,0,19,2,1
10000000,0,31,0,0,0,15,1,1
10000000,0,87,0,0,0,21,3,1
10000000,0,97,0,0,0,13,2,1
10000000,0,136,0,0,0,17,3,1
71543,0,30,0,0,0,15,2,0
10000000,0,55,0,0,0,17,3,0
10000000,0,65,0,0,0,16,2,1
10000000,0,22,0,0,1,11,1,1
10000000,0,54,0,0,1,13,1,1
10000000,0,31,0,0,0,18,3,0
3832,0,13,0,0,0,6,1,1
168,0,32,0,0,0,15,1,0
203256,0,39,0,0,0,16,2,0
10000000,0,213,0,0,0,25,2,1
10000000,0,26,0,0,0,20,3,0
753,0,34,0,0,0,16,2,0
10000000,0,32,0,0,0,11,2,1
10000000,0,113,0,0,0,11,1,1
10000000,0,40,0,0,1,24,2,0
12551,0,30,0,0,0,15,3,0
10000000,0,23,0,0,0,16,2,0
152206,0,21,0,0,0,10,2,0
126371,0,36,0,0,0,15,1,0
168,0,34,0,0,0,15,1,0
10000000,0,106,0,0,0,24,2,1
46932,0,38,0,0,0,11,2,0
4,0,35,0,0,0,16,2,0
236871,0,72,0,0,0,14,2,1
11812,0,34,0,0,0,19,2,0
10000000,0,32,0,0,0,19,2,0
23191,0,67,0,0,0,20,3,0
10000000,0,26,0,0,0,14,2,0
168,0,35,0,0,0,15,1,0
10000000,0,39,0,0,0,18,2,1
186677,0,31,0,0,0,20,2,0
438690,0,32,0,0,0,11,2,0
10000000,0,37,0,0,0,14,1,0
1,0,23,0,0,0,14,2,0
10000000,0,88,0,0,0,20,2,1
513910,0,33,0,0,0,16,2,0
10000000,0,79,0,0,0,25,2,0
14969,0,26,0,0,0,14,2,0
10000000,0,97,0,0,0,13,2,1
10000000,0,121,0,0,0,17,2,1
10000000,0,20,0,0,0,13,2,0
801,0,46,0,0,0,13,2,0
5956,0,21,0,0,0,14,3,0
10000000,0,38,0,0,0,37,5,1
10000000,0,18,0,0,0,13,2,1
10000000,0,28,0,0,0,15,2,1
79,0,29,0,0,0,16,2,0
4570,0,345,0,0,1,45,2,1
566728,0,32,0,0,0,13,2,0
239465,0,29,0,0,0,19,2,0
10000000,0,112,0,0,0,14,1,1
10000000,0,28,0,0,0,11,1,1
10000000,0,29,0,0,0,19,2,0
10000000,0,16,0,0,0,11,1,0
84997,0,26,0,0,0,17,2,0
10000000,0,310,0,0,0,209,12,1
14969,0,27,0,0,0,14,2,0
10000000,0,16,0,0,0,12,1,0
544100,0,68,0,0,0,14,2,1
199126,0,26,0,0,0,17,3,0
10000000,0,55,0,0,0,15,1,1
35600,0,35,0,0,0,18,3,1
10000000,0,39,0,0,1,17,1,1
10000000,0,44,0,0,0,25,1,1
2547,0,36,0,0,0,17,2,0
7001,0,31,0,0,0,14,3,0
10000000,0,61,0,0,0,15,1,1
162859,0,34,0,0,0,19,2,0
10000000,0,29,0,0,0,14,2,1
10000000,0,34,0,0,0,13,2,0
10000000,0,38,0,0,0,20,1,1
10000000,0,45,0,0,1,10,1,1
10000000,0,57,0,0,0,25,2,1
10000000,0,184,0,0,1,13,2,1
10000000,0,21,0,0,0,7,1,0
10000000,0,33,0,0,1,32,4,1
10000000,0,29,0,0,0,16,2,0
6,0,40,0,0,0,16,2,0
10000000,0,120,0,0,0,14,1,1
4570,0,363,0,0,1,45,2,1
9,0,42,0,0,0,14,2,0
44061,0,33,0,0,0,13,1,1
10000000,0,97,0,0,0,22,1,1
10000000,0,89,0,0,0,15,2,1
10000000,0,27,0,0,0,13,1,1
10000000,0,48,0,0,0,12,1,1
10000000,0,26,0,0,0,21,2,0
10000000,0,28,0,0,0,17,2,0
10000000,0,94,0,0,0,12,1,1
14969,0,27,0,0,0,14,2,0
183,0,127,0,0,0,16,2,1
10000000,0,42,0,0,0,18,2,1
10000000,0,75,0,0,0,24,4,1
10000000,0,23,0,0,0,15,2,0
2547,0,50,0,0,0,17,2,0
10000000,0,104,0,0,0,13,2,1
11142,0,28,0,0,0,15,1,1
10000000,0,214,0,0,0,22,1,1
11106,0,38,0,0,0,11,2,0
10000000,0,44,0,0,0,16,2,1
10000000,0,46,0,0,0,11,1,1
82160,0,34,0,0,0,16,2,0
178270,0,34,0,0,1,19,2,0
10000000,0,29,0,0,1,15,2,0
10000000,0,24,0,0,0,23,3,1
10000000,0,96,0,0,1,17,2,1
10000000,0,180,0,0,0,13,1,1
10000000,0,46,0,0,0,13,1,1
10000000,0,62,0,0,0,20,2,1
10000000,0,44,0,0,0,20,3,1
10000000,0,43,0,0,1,28,5,1
10000000,0,71,0,0,0,27,2,1
14969,0,27,0,0,0,14,2,0
10000000,0,30,0,0,0,14,2,0
4,0,41,0,0,0,16,2,0
10000000,0,33,0,0,0,16,2,0
10000000,0,131,0,0,1,113,14,1
14969,0,27,0,0,0,14,2,0
10000000,0,97,0,0,0,27,3,1
105649,0,41,0,0,0,15,2,0
10000000,0,47,0,0,0,12,2,1
10000000,0,33,0,0,0,16,3,1
10000000,0,22,0,0,0,12,1,1
10000000,0,38,0,0,0,16,2,0
10000000,0,60,0,0,0,25,2,0
10000000,0,130,0,0,0,24,2,1
10000000,0,19,0,0,1,9,1,0
10000000,0,35,0,0,0,19,2,0
10000000,0,95,0,0,1,39,5,1
801,0,46,0,0,0,13,2,0
10000000,0,54,0,0,0,20,2,1
836190,0,42,0,0,0,17,3,1
